infection_rate_mean,avg_infection_duration_mean,new_infections_mean,new_recoveries_mean,reward_agent_a,reward_agent_b
0.0,0.0,0.0,1.3427672955974843,2.7800943396226416,9.795377358490565
0.0,0.0,0.0,1.3712948517940717,2.7793447737909514,9.644992199687987
0.0,0.0,0.0,1.2934426229508196,2.8607213114754098,10.286819672131147
0.0,0.0,0.0,1.360759493670886,2.754873417721519,9.878037974683544
0.0,0.0,0.0,1.3504,2.7104,10.1408
0.0,0.0,0.0,1.3290529695024078,2.763242375601926,10.048956661316211
0.0,0.0,0.0,1.359349593495935,2.8031219512195125,10.221268292682929
0.0,0.0,0.0,1.312788906009245,2.702033898305085,9.636949152542373
0.0,0.0,0.0,1.3163934426229509,2.8542295081967217,10.247409836065573
0.0,0.0,0.0,1.2870813397129186,2.7382456140350877,10.024114832535886
0.0,0.0,0.0,1.3556280587275693,2.8072430668841766,10.204176182707993
0.0,0.0,0.0,1.3455414012738853,2.854394904458599,9.935414012738855
0.0,0.0,0.0,1.3270142180094786,2.7508688783570303,9.9
0.0,0.0,0.0,1.3716666666666666,2.862566666666667,10.457433333333332
0.0,0.0,0.0,1.3605769230769231,2.805,9.993076923076924
0.0,0.0,0.0,1.339171974522293,2.729331210191083,10.028630573248407
0.0,0.0,0.0,1.3312,2.80544,9.968960000000001
0.0,0.0,0.0,1.388272583201268,2.7948019017432646,9.896164817749604
0.0,0.0,0.0,1.3238993710691824,2.7627987421383646,9.818962264150942
0.0,0.0,0.0,1.4404567699836868,2.83236541598695,10.231256117455139
0.0,0.0,0.0,1.325652841781874,2.7423963133640554,9.555606758832566
