infection_prob,recovery_prob,initial_density,final_infection_rate,avg_infection_rate,avg_steps,avg_agent_a_reward,avg_agent_b_reward
0.1,0.05,0.1,1.44,0.811,101.0,188.99999999999997,11.00000000000001
0.1,0.05,0.3,1.04,0.8122000000000001,101.0,177.24000000000007,22.760000000000012
